idx,AirQualityStation,no2,img_path,s5p_path,date_str,no2_norm,18.71056311
2528,06-013-1004,11.04398273,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,-0.5833554564,
2529,06-013-1004,16.7958713,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,-0.1456902374,
2530,06-013-1004,29.37137711,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,0.811188784,
2531,06-013-1004,19.94815221,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,0.09416901845,
2532,06-013-1004,21.41100186,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,0.2054782701,
2533,06-013-1004,13.87931137,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,-0.3676133201,
2534,06-013-1004,14.58514795,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,-0.3139057215,
2535,06-013-1004,11.10957599,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,-0.5783644192,
2536,06-013-1004,7.880958605,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-0.8240321715,
2537,06-013-1004,8.857524621,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-0.7497245812,
2538,06-013-1004,7.851211244,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-0.826295669,
2539,06-013-1004,9.434939541,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,-0.7057886767,
2540,06-013-1004,12.05754269,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,-0.5062329714,
2541,06-013-1004,19.43522034,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,0.05513967479,
2542,06-013-1004,21.59738542,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,0.2196603256,
2543,06-013-1004,18.89321936,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,0.01389844149,
2544,06-013-1004,20.68501699,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,0.1502375748,
2545,06-013-1004,19.56370054,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,0.06491582244,
2546,06-013-1004,11.75401665,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,-0.5293284795,
2547,06-013-1004,8.731088981,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,-0.7593451574,
2548,06-013-1004,8.961566959,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,-0.7418079271,
2549,06-013-1004,7.77175644,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-0.8323414406,
2550,06-013-1004,6.558558418,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,-0.9246545255,
2551,06-013-1004,9.63180588,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,-0.6908089794,
2552,06-013-1004,14.98992,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,-0.2831063337,
2553,06-013-1004,17.34404449,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,-0.1039793565,
2554,06-013-1004,18.74496325,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,0.002617530469,
2555,06-013-1004,23.88934976,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,0.3940574932,
2556,06-001-0011,36.28316583,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,1.337111615,
2557,06-001-0011,31.32076287,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,0.9595189077,
2558,06-001-0011,23.52782467,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,0.3665487965,
2559,06-001-0011,16.41321736,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,-0.174806643,
2560,06-001-0011,10.62283514,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-0.6154008705,
2561,06-001-0011,12.01265505,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-0.509648503,
2562,06-001-0011,11.88183257,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-0.5196028766,
2563,06-001-0011,14.67612909,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-0.3069829027,
2564,06-001-0011,18.54315271,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,-0.01273837469,
2565,06-001-0011,24.8499454,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,0.4671498867,
2566,06-001-0011,48.41229109,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,2.260025229,
2567,06-001-0011,30.97928727,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,0.9335357905,
2568,06-001-0011,33.83709946,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,1.150988717,
2569,06-001-0011,21.35862937,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,0.2014932115,
2570,06-001-0011,22.69289017,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,0.303018047,
2571,06-001-0011,17.97288577,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,-0.05613038457,
2572,06-001-0011,11.32162496,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-0.5622294654,
2573,06-001-0011,14.64273482,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-0.3095238963,
2574,06-001-0011,12.27194385,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-0.4899190368,
2575,06-001-0011,15.69990577,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,-0.2290830199,
2576,06-001-0011,19.118754,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,0.03105952968,
2577,06-001-0011,33.56664677,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,1.130409782,
2578,06-001-0011,32.59588719,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,1.056544008,
2579,06-001-0011,28.74976288,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,0.7638897227,
2580,06-001-0011,31.93286207,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,1.006093963,
2581,06-001-0011,32.0070083,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,1.011735802,
2582,06-001-0011,18.32053183,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,-0.02967775243,
2583,06-001-0011,13.56203261,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,-0.3917552822,
2584,06-001-0011,14.20065439,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,-0.3431621053,
2585,06-001-0011,14.00790739,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-0.3578283592,
2586,06-001-0011,10.51560716,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,-0.6235599226,
2587,06-001-0011,13.24042258,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,-0.4162268142,
2588,06-001-0011,20.33899181,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,0.1239082772,
2589,06-001-0011,28.09162989,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,0.7138119235,
2590,06-001-0011,30.94963523,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,0.9312795467,
2591,06-001-0011,34.9637814,06-001-0011/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEG_20210921T230912.npy,06-001-0011/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,1.236718732,
2592,06-071-0027,68.79127795,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,3.810676573,
2593,06-071-0027,69.13230792,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,3.836625782,
2594,06-071-0027,58.26939971,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,3.010059509,
2595,06-071-0027,57.38967712,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,2.943120802,
2596,06-071-0027,48.20860749,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,2.244526801,
2597,06-071-0027,51.28964507,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,2.478965103,
2598,06-071-0027,48.99302392,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,2.304213595,
2599,06-071-0027,52.75015455,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,2.590096289,
2600,06-071-0027,55.45451679,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,2.795873101,
2601,06-071-0027,53.24175319,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,2.627502373,
2602,06-071-0027,60.65793893,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,3.191805126,
2603,06-071-0027,63.8222491,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,3.432579697,
2604,06-071-0027,58.78594615,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,3.049363888,
2605,06-071-0027,57.79283278,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,2.973797198,
2606,06-071-0027,47.51888916,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,2.192045651,
2607,06-071-0027,52.3980735,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,2.563306196,
2608,06-071-0027,47.40846044,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,2.183643053,
2609,06-071-0027,49.09246588,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,2.311780203,
2610,06-071-0027,51.56531729,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,2.499941194,
2611,06-071-0027,53.29345598,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,2.631436474,
2612,06-071-0027,50.26432152,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,2.400947517,
2613,06-071-0027,62.17448065,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,3.307199845,
2614,06-071-0027,67.6324778,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,3.722502661,
2615,06-071-0027,55.77080645,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,2.819939802,
2616,06-071-0027,60.9605666,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,3.214832277,
2617,06-071-0027,62.11980911,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,3.303039849,
2618,06-071-0027,47.03652482,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,2.155342212,
2619,06-071-0027,45.2568222,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,2.019923397,
2620,06-071-0027,41.57048941,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,1.73942776,
2621,06-071-0027,35.70806012,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,1.29335142,
2622,06-071-0027,39.05923704,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,1.548344812,
2623,06-071-0027,48.59143874,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,2.273656698,
2624,06-071-0027,71.22040566,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,3.995510598,
2625,06-071-0027,71.70856158,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,4.032654722,
2626,06-071-0027,70.76633327,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,3.960959912,
2627,06-071-0027,61.16443536,06-071-0027/S2A_MSIL2A_20210503T182921_N0300_R027_T11SMT_20210503T224703.npy,06-071-0027/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,3.230344794,
2628,06-029-2012,,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,-1.423699817,
2629,06-029-2012,,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,-1.423699817,
2630,06-029-2012,,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,-1.423699817,
2631,06-029-2012,,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,-1.423699817,
2632,06-029-2012,,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-1.423699817,
2633,06-029-2012,,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-1.423699817,
2634,06-029-2012,,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-1.423699817,
2635,06-029-2012,,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-1.423699817,
2636,06-029-2012,,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,-1.423699817,
2637,06-029-2012,,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,-1.423699817,
2638,06-029-2012,,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,-1.423699817,
2639,06-029-2012,,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,-1.423699817,
2640,06-029-2012,28.15610709,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,0.7187180392,
2641,06-029-2012,22.78782001,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,0.3102413253,
2642,06-029-2012,19.15543868,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,0.0338508928,
2643,06-029-2012,16.82380253,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,-0.1435649307,
2644,06-029-2012,14.89797855,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-0.2901022223,
2645,06-029-2012,14.90806849,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-0.2893344717,
2646,06-029-2012,18.42289122,06-029-2012/S2B_MSIL2A_20210809T183919_N0301_R070_T11SLV_20210810T012701.npy,06-029-2012/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-0.02188915497,
